,answerPassageId,createdAt,answerPassageText,authorUID,question,corpusVersion,language
17495,119622-10,2024-05-01 20:42:35.730607+00:00,"¿Qué alimentos debo evitar durante el embarazo: Durante el embarazo, debe evitar:

Continúe leyendo aquí: https://medlineplus.gov/spanish/pregnancyandnutrition.html",lorena-trial,¿Cuáles son algunos alimentos comunes para evitar durante el embarazo?,v0.1,es
17527,119622-10,2024-05-02 10:48:38.790587+00:00,"¿Qué alimentos debo evitar durante el embarazo: Durante el embarazo, debe evitar:

Continúe leyendo aquí: https://medlineplus.gov/spanish/pregnancyandnutrition.html",lorena-trial,¿Qué cosas debo evitar durante el embarazo?,v0.1,es
17576,9725-19,2023-06-12 13:52:10.904229+00:00,"Hacerse rayitos es otra opción. Como la tintura de los rayitos (iluminaciones) normalmente no toca el cuero cabelludo, la piel no la absorberá. La tintura no se absorbe si se aplica sólo en el cabello. También puede probar tinturas vegetales o henna.

source: https://nacersano.marchofdimes.org/quienes-somos/preguntas-frecuentes.aspx",QbpRA7yqNATq6w1ftOgCWKMptnh2,Can i dye my hair?,v0.1,es
17593,44320-2,2024-06-08 14:17:11.228200+00:00,"La acidez, o ardor de estómago, es frecuente durante el embarazo. Las hormonas que se liberan durante el embarazo pueden hacer que la válvula que hay a la entrada del estómago se relaje tanto que no se cierre como se debería cerrar. Esto permite que los ácidos de los jugos digestivos del estómago suban por el esófago, una afección que se conoce como reflujo gastroesofágico, o reflujo ácido. Puede empeorar en la última etapa del embarazo, cuando el útero se expande y presiona el estómago.

Continúe leyendo aquí: https://kidshealth.org/es/parents/heartburn.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Porque me da mucha acidez en el embarazo,v0.1,es
17598,744-7,2023-06-03 10:37:16.925026+00:00,"Los tubos de traqueotomía pueden quedar obstruidos por las mucosidades. Cuando ocurre esto, resultará difícil que al niño le llegue suficiente aire a la vía respiratoria para respirar bien. El equipo médico le mostrará cómo usar una máquina de aspiración para despejar el tubo de traqueotomía de mucosidades. La aspiración regular y seguir los pasos necesarios para fluidificar las mucosidades ayuda aprevenir las obstrucciones de la traqueotomía.

source: https://kidshealth.org/es/parents/tracheostomy.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Porque el aire acondicionado le da mucosidad a mi bebe,v0.1,es
17600,119622-10,2024-05-02 11:46:17.781902+00:00,"¿Qué alimentos debo evitar durante el embarazo: Durante el embarazo, debe evitar:

Continúe leyendo aquí: https://medlineplus.gov/spanish/pregnancyandnutrition.html",lorena-trial,¿Cuáles son algunos alimentos que debo evitar durante el embarazo?,v0.1,es
17621,45818-0,2024-05-13 10:03:31.035865+00:00,"Bebé: La llegada de su bebé trae consigo miles de preguntas acerca de como cuidarlo, bañarlo, alimentarlo y protegerlo.

Continúe leyendo aquí: https://nacersano.marchofdimes.org/bebe.aspx",NSU9juqz3XPmOQoubtREH0mMLQa2,Baby,v0.1,es
17630,38372-22,2024-05-01 10:20:46.264792+00:00,"Caídas: Puede prevenir muchos de los accidentes por caídas usando el sentido común y un equipo adecuado que cumpla con todas las normas de seguridad. Reconozca los nuevos riesgos con los que su bebé puede darse o tropezarse a medida que aprenda a moverse, a gatear y a caminar. Y no permita que su hijo camine ni corra con objetos en la boca. Un niño pequeño que camina con paso inestable podría lastimarse la cara y la boca además de tener otras lesiones por caerse.

Continúe leyendo aquí: https://espanol.kaiserpermanente.org/es/oregon-washington/health-wellness/health-encyclopedia/he.ue5131",l3eCwZbbUNTonTWXrUayZ2no5C93,Que cuidados puse deben tener cuando mi bebé empieza a caminar,v0.1,es
17631,9151-21,2023-07-10 11:20:42.506859+00:00,"Puede ser difícil saber cuándo empezar a enseñarle a ir al baño. La preparación física y emocional de su hijo es el aspecto más importante de encontrar el momento oportuno. Usted y su hijo probablemente se sientan frustrados si trata de enseñarle a su hijo a ir al baño antes de que esté listo.

source: https://espanol.kaiserpermanente.org/es/maryland-virginia-washington-dc/health-wellness/health-encyclopedia/he.ta3612",l3eCwZbbUNTonTWXrUayZ2no5C93,Cuando debe un bebé aprender a utilizar el baño,v0.1,es
17634,87347-4,2024-05-02 10:48:44.850755+00:00,"Recuerda: pase lo que pase, TÚ eres tu mejor defensora durante esta etapa de cuidados postnatales. Es tu cuerpo y nadie sabe más que tú cómo te sientes. Es importante que durante el periodo posparto, que dura hasta 1 año después de dar a luz, hables con tu doctorx o enfermerx sobre cualquier duda o preocupación que tengas y que sigas preguntando las veces que sea necesario hasta que te sientas segura de que hayas recibido el nivel de atención que te mereces.

Continúe leyendo aquí: https://www.plannedparenthood.org/es/temas-de-salud/embarazo/atencion-posparto",lorena-trial,¿Qué cosas debo esperar durante el período posparto?,v0.1,es
17636,45993-11,2024-06-08 15:06:29.920742+00:00,"Si su profesional recomienda que tenga a su bebé antes de las 39 semanas

Continúe leyendo aquí: https://nacersano.marchofdimes.org/parto-y-nacimiento/por-que-llegar-al-menos-a-las-39-semanas-es-lo-mejor-para-su-bebe.aspx",l3eCwZbbUNTonTWXrUayZ2no5C93,Es malo si mi bebe nace antes de las 34 semanas,v0.1,es
17657,43384-1,2024-05-02 11:42:36.735317+00:00,"¿Con qué frecuencia debo amamantar a mi bebé: Durante el primer mes de vida, los recién nacidos deben alimentarse entre ocho y 12 veces al día. La leche materna se digiere fácilmente, por lo que los recién nacidos tienen hambre a menudo. Además, el hecho de amamantar frecuentemente a su bebé favorece su producción de leche durante las primeras semanas.

Continúe leyendo aquí: https://kidshealth.org/es/parents/breastfeed-often.html",lorena-trial,¿Con qué frecuencia debo amamantar a mi bebé?,v0.1,es
17679,233-2,2023-06-01 14:49:27.444931+00:00,"Pero, de vez en cuando, la epiglotis no se cierra lo bastante deprisa y un objeto se puede colar hacia la tráquea. Esto es lo que ocurre cuando alguien dice que algo ""se le ha ido por el otro lado"".

source: https://kidshealth.org/es/parents/choking.html",QbpRA7yqNATq6w1ftOgCWKMptnh2,"Toca dos veces un mensaje para informarnos que no esta claro, es ambiguo o esta incompleto",v0.1,es
17707,46228-0,2024-05-02 11:47:43.765138+00:00,"Cómo ayudar a que el bebé duerma toda la noche: El sueño es vital para los recién nacidos. ¡Y para ti también! Sigue estos consejos para que tu pequeño duerma toda la noche y ambos puedan descansar bien.

Continúe leyendo aquí: https://www.mayoclinic.org/es/healthy-lifestyle/infant-and-toddler-health/in-depth/baby-sleep/art-20045014",lorena-trial,¿Cuáles son algunas formas de ayudar a mi bebé a dormir toda la noche?,v0.1,es
17711,5003-94,2023-06-28 10:05:43.404697+00:00,"¡Los bebés en su primer mes pueden dormir hasta 17 horas en un período de 24 horas!. Durante los siguientes meses, los bebés dormirán de 13- 14 horas en un período de 24 horas. Los niños pequeños necesitan comer con frecuencia y pueden dormir solo 1-4 horas antes de que tengan hambre de nuevo.. Alrededor de 3 a 6 meses de edad los bebés comenzarán a dormir por períodos de tiempo más largos por la noche, referidos como consolidación y estarán despiertos durante gran parte del día.

source: https://eclkc.ohs.acf.hhs.gov/es/preparacion-escolar/articulo/hablemos-de-la-cultura-del-sueno-y-el-cuidado-infantil",JqIXVmpHhGa9SmYbZpvNasgjlyt2,¿Cuánto tiempo deben dormir los bebés?,v0.1,es
17729,43389-8,2024-05-02 11:43:50.240472+00:00,"Las grasas saludables: La grasa es una parte importante de una dieta saludable. Durante el embarazo, la grasa es necesaria para el crecimiento y el desarrollo del bebé. Escoja grasas saludables (no saturadas) y limite las grasas insanas, como las saturadas y las trans. Entre las grasas saludables, se encuentran el aceite de oliva, el aceite de colza y otros aceites vegetales, los frutos secos, las semillas, el aguacate y los pescados grasos, como el salmón.

Continúe leyendo aquí: https://kidshealth.org/es/parents/moms-nutrients.html",lorena-trial,¿Cuáles son algunos alimentos saludables para comer durante el embarazo?,v0.1,es
17745,124-1,2023-06-08 13:43:57.809870+00:00,"Cuando estás enferma y tienes un recién nacido, todo, incluyendo la alimentación del bebé, es más difícil. ¡Enfermarse es lo peor! A veces, estar enferma puede ser causado por los retos de todos los nuevos aspectos de la maternidad, que debilitan el sistema inmunológico. Muchas madres y padres se preguntan si está bien amamantar a su bebé mientras están enfermos. Hay muy pocas enfermedades que se pueden transmitir al bebé a través de la leche materna.

source: https://www.saludmadre.com/cuidadopersonal/estoy-enferma-todavia-puedo-amamantar-a-mi-bebe",l3eCwZbbUNTonTWXrUayZ2no5C93,Porque se me enferma tanto mi bebe que puedo hacer o darle para no enfermarse tanto,v0.1,es
17756,265-15,2023-05-06 10:31:38.662589+00:00,"miel hasta después del primer cumpleaños. Puede causar botulismo en los bebés. jugo, leche, yogur o queso no pasterizados leche común de vaca o las bebidas de soja hasta que su bebé supere los 12 meses de edad, en lugar de la leche materna o de fórmula. Puede ofrecerle a un bebé yogur o queso, siempre que estén pasterizados.

source: https://kidshealth.org/es/parents/feed812m.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Le puedo dar cualquier fruta a mi bebe de 11 meses,v0.1,es
17758,39820-51,2024-05-02 11:48:53.027713+00:00,"Cómo tratar las náuseas matutinas: Si tiene náuseas matutinas, pruebe estos consejos para sentirse mejor.

Continúe leyendo aquí: https://espanol.kaiserpermanente.org/es/colorado/health-wellness/health-encyclopedia/he.tw9725",lorena-trial,¿Cómo puedo aliviar las náuseas matutinas?,v0.1,es
17779,131047-11,2024-05-02 11:49:46.833347+00:00,"¿Cuáles son algunas pautas básicas para hacer ejercicio de manera segura durante el embarazo?

Continúe leyendo aquí: https://mothertobaby.org/es/hojas-informativas/el-ejercicio/",lorena-trial,¿Cuáles son algunos ejercicios seguros para hacer durante el embarazo?,v0.1,es
17785,87330-11,2024-05-02 11:49:48.658950+00:00,"¿Cómo puedo aliviar las molestias comunes del embarazo: Para las náuseas y los vómitos:

Continúe leyendo aquí: https://www.plannedparenthood.org/es/temas-de-salud/embarazo/atencion-prenatal/que-sucede-en-las-citas-de-atencion-prenatal",lorena-trial,¿Cuáles son algunas molestias comunes durante el embarazo y cómo puedo aliviarlas?,v0.1,es
17794,1278-0,2024-05-02 11:42:52.017975+00:00,"Adaptar la casa a prueba de bebés: Tu bebé está en camino y hay mucho en qué pensar. Además de asegurarte de contar con los muebles y la ropa de bebé para tu nuevo hijo o hija, recuerda comprobar si tu casa es segura. Estos consejos pueden ayudarte a cubrir todos los aspectos de seguridad.

Continúe leyendo aquí: https://espanol.womenshealth.gov/pregnancy/getting-ready-baby/making-your-home-safe-baby",lorena-trial,¿Cuáles son algunas formas de hacer que mi hogar sea seguro para mi bebé?,v0.1,es
17795,47207-0,2024-05-02 11:46:24.028892+00:00,"Dolor de espalda durante el embarazo: 7 consejos para aliviarlo: El dolor de espalda durante el embarazo no es una sorpresa, pero merece atención. Ten en cuenta siete formas de aliviar el dolor de espalda durante el embarazo, desde una buena postura y actividad física hasta terapias complementarias.

Continúe leyendo aquí: https://www.mayoclinic.org/es/healthy-lifestyle/pregnancy-week-by-week/in-depth/pregnancy/art-20046080",lorena-trial,¿Cuáles son algunas formas de aliviar el dolor de espalda durante el embarazo?,v0.1,es
17796,45834-7,2024-05-02 11:27:46.524538+00:00,"¿Con qué frecuencia debe ir a los chequeos de cuidado prenatal: La mayoría de las embarazadas pueden seguir este cronograma:

Continúe leyendo aquí: https://nacersano.marchofdimes.org/embarazo/visitas-de-cuidado-prenatal.aspx",lorena-trial,How often should I go for prenatal check-ups?,v0.1,es
17814,2976-0,2024-05-01 20:42:38.591993+00:00,"¿Qué son los patrones del sueño en los recién nacidos: El recién nacido promedio duerme gran parte del día y la noche, despertándose apenas para comer cada algunas horas. Para los padres nuevos, suele ser difícil saber cuánto y con qué frecuencia debería dormir el recién nacido. Lamentablemente, no hay un cronograma fijo al principio, y muchos recién nacidos tienen los días y las noches confundidos: creen que deberían estar despiertos por la noche y dormidos durante el día.

Continúe leyendo aquí: https://www.cincinnatichildrens.org/espanol/temas-de-salud/alpha/s/sleep",lorena-trial,¿Cuáles son algunos patrones de sueño comunes para los recién nacidos?,v0.1,es
17815,98575-0,2024-04-16 17:14:05.604417+00:00,"<br>- Cuando empiece a comer alimentos sólidos, dele a su bebé un alimento nuevo a la vez, no mezclas (como cereales y frutas o cenas con carne de res). Dele el alimento nuevo durante 3 a 5 días antes de agregar otro alimento nuevo. De esta manera, puede saber a qué alimentos su bebé puede ser alérgico o no puede tolerar<br>- Comience con pequeñas cantidades de alimentos sólidos nuevos. Pruebe 1 cucharadita al principio y aumente lentamente a 1 cucharada<br>- Puede elegir con qué alimento comenzar primero, como cereales para bebés fortificados con hierro, frutas o verduras<br>- No agregue sal ni azúcar cuando prepare comidas caseras para bebés. Los alimentos enlatados pueden contener grandes cantidades de sal y azúcar y no deben usarse como alimentos para bebés. Siempre lave y pele las frutas y verduras y quite las semillas o los carozos. Tenga especial cuidado con las frutas y verduras que entran en contacto con el suelo. Pueden contener esporas de botulismo que causan intoxicación alimentaria<br>- Los cereales para bebés con hierro pueden ofrecerse hasta los 18 meses de edad<br>- La leche de vaca no debe agregarse a la dieta hasta que el niño tenga 1 año. La leche de vaca no proporciona los nutrientes adecuados para el bebé. Además, los tubos digestivos de los bebés no están lo suficientemente desarrollados para digerir completamente la leche de vaca de forma tan completa o fácil como la leche materna o la leche de fórmula<br>- La AAP recomienda no dar jugos de frutas a bebés menores de 1 año<br>- Ofrezca todos los alimentos con una cuchara. Su bebé necesita aprender a comer con una cuchara. No utilice un alimentador infantil.

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/DiseasesConditions/Pediatric/Growth/90,P05318",siG5by4Y2bT2jbzCGhPwucZpten2,Que alimentos son sanos para mis bebés de 22 meses,v0.1,es
17820,1515-27,2023-05-17 11:22:03.177313+00:00,"Buscar una forma (segura) de dejar salir el enojo. No podrán dar golpes en las paredes, pero puede sugerirles algunas formas saludables de descargarse. Hacer algunos saltos de tijera, bailar en la habitación o salir al aire libre y hacer volteretas son buenas opciones. O su hijo puede optar por escribir o dibujar lo que le está molestando.

source: https://kidshealth.org/es/parents/temper.html",l3eCwZbbUNTonTWXrUayZ2no5C93,"Que puedo aser
Cuando mi bb d un año se pega en la pared cuando se enoja",v0.1,es
